,리뷰,평점,라벨링,predicted,score
19190,비싸긴해도 확실히 기분전환은 되네요,5.0,1,6,0.413601279258728
19191,가격이 조금 비싸지만 맛있네요~,4.0,1,7,0.3239450454711914
19192,"자주가요
오징어 순대 특히 맛나요",4.0,1,9,0.7534927725791931
19193,뷰는 좋은데 음료가 너무 비싸요...,3.5,0,5,0.4966520369052887
19194,다른 수제버거집 가려다 문 닫아서 왔는데 가성비 그닥이었고 새우 패티가 버거에 비해 커서 먹을수록 느끼했어요ㅠㅠ,3.0,0,0,0.2959771454334259
19195,훌룡해요,5.0,1,6,0.3428055942058563
19196,맛있고 룸에서 먹으니 안전했어요,4.5,1,9,0.5949586629867554
19197,맛있어요,5.0,1,6,0.34797805547714233
19198,우럭튀겨서 조림소스얹은 요리네요,3.0,0,5,0.29967883229255676
19199,좋아요,3.0,0,5,0.350778728723526
19200,바다 바로앞이라 바람이 솔솔 들어와서 좋았어요 ㅎㅎ,5.0,1,9,0.6661867499351501
19201,자리도 많고 음식도 빨리 나옵니다!! 매우만족 ㅎㅎ,5.0,1,9,0.9316127300262451
19202,좋아요,5.0,1,5,0.350778728723526
19203,좋아요,4.0,1,5,0.350778728723526
19204,맛있게 잘 먹고 갑니다,5.0,1,9,0.5159486532211304
19205,뷰나 위치가 좋아요 음료나 빵은 별로 ㅎㅎ,3.0,0,6,0.3827127516269684
19206,기대만치 음료가 따라오지 못한단 느낌입니다. 메뉴 중 맛의 밸런스가 무너진 것도 보이고요.,3.0,0,5,0.4897741675376892
19207,"해운대맛집가야밀면! 너무좋아요 ㅎㅎㅎ
음식들이 다 맛있더라구여 ㅎ
완전존맛!!",5.0,1,9,0.9747720956802368
19208,동문시장 오메기 검색하면 첫번째로 뜨는 집이에요~~~보관방법 설명도 해주시구 떡도 맛있어용,5.0,1,9,0.8447984457015991
19209,개인적으로 서울 동부에서 3대 떡볶이 안에 든다고 생각하는 곳!!!,4.5,1,7,0.28010088205337524
19210,엄청 맛있고 반찬도다양하게나와요 남녀노소 가릴것없이 다좋아할것같아요,5.0,1,9,0.9721443057060242
19211,넘 맛있고 재료듬뿍,5.0,1,9,0.9460200071334839
19212,맛잇어요,5.0,1,6,0.3584131598472595
19213,네,5.0,1,5,0.4803675711154938
19214,"음식 맛있어요! 
손님도 많더라구요",5.0,1,9,0.6404062509536743
19215,라면이 스프나 캡사이신 없이 자체 개발하신 수제소스라서 더 맛있어요 ! 비쥬얼 갑 :) 맛도 보장합니당 !!,5.0,1,9,0.9600774049758911
19216,"공간이주는 세련됨과 편안함이 있어요 
음식이 좀더 차별화된다면 훨씬 더 인기있을거.같아요",3.5,0,6,0.4445856809616089
19217,아주 맛있었어요!,5.0,1,9,0.8760721683502197
19218,맛있게 잘 먹었습니다,5.0,1,6,0.29394280910491943
19219,"이번 방문엔 냉장고 소음이 유독 신경쓰였네요.
상품 진열량도 늘어 조금 번잡한 느낌이었습니다.
물론 차 맛과 신선한 조합들은 만족스럽고 산뜻한 경험이었습니다.",4.0,1,6,0.415566623210907
19220,떡볶이는 진짜 맛있죠~,4.5,1,6,0.33994466066360474
19221,맛있어요,2.5,0,6,0.34797805547714233
19222,"건강한 생면으로 즐기는 대교밀면
넓은 주차장 그리고 내부도 깔끔하고
맛있는 밀면까지 최고 추천!!!",5.0,1,9,0.9501827955245972
19223,만두 비냉 곰탕 다 맛있어요 :) 사람이 항상 많네요! ㅎㅎ,4.5,1,9,0.7164198756217957
19224,맛있어요......,3.0,0,9,0.5619877576828003
19225,분위기 좋아요,5.0,1,9,0.47505325078964233
19226,"집앞 자주오는 카페에요
크로플도 넘 맛있고 
카페도 예뻐용",5.0,1,9,0.9326782822608948
19227,맛있고  설명도  친절하게  잘해주셔서  힐링도하고  좋았습니다. 따뜻한 하루가  됬어요  덕분에,4.5,1,9,0.9686397314071655
19228,브런치 구성도 좋고 매장분위기 바다뷰는 그냥 최고에요~맛은 당연 맛있어요~데이트 필수코스요,5.0,1,9,0.931202232837677
19229,사람이 많아요,4.0,1,5,0.40237775444984436
19230,"가격 아쉬움, 처음먹어보는 그리스 맛이...",2.0,0,5,0.5238579511642456
19231,최고,5.0,1,9,0.8592457175254822
19232,"산미 있는 원두를 선택했는데, 아메리카노도, 필터커피도 둘 다 원두의 매력이 느껴지지 않네요. 이도저도 아닌 맛. 지도에 저장해 두었다가 찾아온 건데, 재방문 의사는 없습니다.",2.5,0,3,0.2784477174282074
19233,고사리 해장국 고소하고 닭죽같아서 부드럽고 좋았어요,5.0,1,9,0.8591960668563843
19234,굿,5.0,1,5,0.32669615745544434
19235,스시의 불모지인 판교에서 롤이 만들어낸 한 줄기 빛,4.5,1,9,0.918043315410614
19236,아주조아영ㅎㅎㅎㅎㅎㅎㅎ,5.0,1,9,0.9566367268562317
19237,북적이지도 않고 차분한 매장 분위기가 참 맘에들었어요.  음식도 맛있었고요.,5.0,1,9,0.6358528137207031
19238,돼지갈비가 맛있고 직원분들 응대가 좋았습니다!,4.5,1,9,0.3250928223133087
19239,빵 맛집,4.5,1,9,0.48792433738708496
19240,맛있어요,4.0,1,6,0.34797805547714233
19241,맛있어요,5.0,1,6,0.34797805547714233
19242,분위기 좋고 맛도 있어요,4.0,1,9,0.39702850580215454
19243,좋아요,2.5,0,5,0.350778728723526
19244,꼬맙비빔밥 맛있어요 오픈시간 맞춰가서 안기달림 ;;,5.0,1,7,0.3221593499183655
19245,제주도 맛집ㅎㅎ,5.0,1,9,0.7353024482727051
19246,외식으로 갔는데 너무 만족해요 부모님들이 너무 맛있게 먹는 모습을 보니 넘 좋아요,5.0,1,9,0.9691787958145142
19247,돈까스는 의외로 별로였고 전 볶음밥 늠 맛났어요!  추천할만 합니다,4.0,1,6,0.4323316216468811
19248,맛있게잘먹었습니당!!,5.0,1,9,0.7718849182128906
19249,음식이 깔끔하고 맛도 좋고 분위기까지 좋아요,5.0,1,9,0.9074633121490479
19250,진짜 너무 맛있다,5.0,1,9,0.9724795818328857
19251,"비쥬얼과 맛은 별개.
롯데리아 데리버거 소스를 여기서 만남",2.0,0,6,0.39962783455848694
19252,"역시 브런치는 월정리에서브런치!! 
분위기도좋고 맛있어요ㅜㅜ
월정리도 가까워서 넘 좋았습니당",5.0,1,9,0.95260089635849
19253,세트로 양도 넉넉하고 맛이 강하지 않고 좋았어요!,5.0,1,9,0.605351984500885
19254,아내와 결혼기념일 특별하게 잘 보내고 왔어요~~,5.0,1,9,0.9315764307975769
19255,좋아요,5.0,1,5,0.350778728723526
19256,커피맛나요,5.0,1,9,0.47428297996520996
19257,5,5.0,1,5,0.3868583142757416
19258,"처음 개점 했을 때 보다 맛이 너무 없어짐. 우동면 탄력 너무 떨어져서 대실망.. 기분 나빠짐.. 세트 시켰는데 우동집에서 우동 남기고, 미니 돈까스+계란밥을 더 먹고 옴. 하도 맛 없어져서 주인봐꿨냐 물어봄.",2.5,0,0,0.35327380895614624
19259,맛있어요,5.0,1,6,0.34797805547714233
19260,맛있어서 두번 먹었어요 !!!!! 황리단길 지나간다면 꼭 먹어야 할 간식 !!!!!!,5.0,1,9,0.9397830963134766
19261,인생 맛집이네요. 잡내 때문에 곱창류 잘 안좋아하는데 잡내 하나도 안나고 곱도 가득 차있어서 맛이 기가 막히네요. 곱창뿐만 아니라 서비스랑 전체적인 분위기가 괜찮네요. 맛 하나는 보장합니다. 술이 술술 들어가요 꼭 한번 먹어보세요,5.0,1,9,0.9751598834991455
19262,"맛있었어요!  살아있는문어랑 전복!!
가성비도 👍👍👍
담에또올게요!!!",5.0,1,9,0.956461489200592
19263,가격대비 별로 ㅜ,1.5,0,5,0.34571200609207153
19264,디저트빵 완젼맛있어요,4.0,1,9,0.9367857575416565
19265,가지마세요 불친절 예약하고 갔는데 손님없어서 4인상에세 편하게먹자고 자리변경하자고하니까 손님온다고 변경취소 다먹고 후식 먹고있는데 2인손님오니 4인테이블로안네 헐  이건 뭐하자는건지  손님은 방금들어온 2인전부,0.5,0,0,0.7254531383514404
19266,"분위기 넘 좋아요~ 뷰도 이쁘고, 커피도 맛있고! 가격도 생각보다 좋음",5.0,1,9,0.8023962378501892
19267,해물라면까지 배터지게 시켜먹었습니다 ㅎㅎ 다 너무맛있어요~,5.0,1,9,0.9719336628913879
19268,나름..가끔가기엔 무난한곳,3.5,0,5,0.4994201958179474
19269,"양에 비히니 좀 비싸요
근데 맛이 건강해요",4.5,1,6,0.38035693764686584
19270,"바쁜시간대에 방문했음에도 친절하고 서비스 좋았습니다
맛있게 잘 먹었습니다",5.0,1,9,0.8816291689872742
19271,좋아요,4.0,1,5,0.350778728723526
19272,"화덕에 구운 빵도
수불라키아도 맛있어요",5.0,1,9,0.7518455386161804
19273,"오오오오옹 너무 맛있어요~!
군산가서 먹었던 맛이랑 비슷~",5.0,1,9,0.950458288192749
19274,맛도 별로..싱싱함도 없고 젊은 친구들이 써빙보는데..손님에 대한 기본도 모르는듯;;;;;,0.5,0,0,0.5729197263717651
19275,"메뉴가 세개뿐이라 당황했는데 그만큼 맛에 집중하시는것같아요
돈코츠라멘 짱이예요. 돼지국밥집이랑 협업해서 그런지 국물이 진하고 맛나요 그리고 대파까지도 불맛나요
마제소바는 조금 짰어요",5.0,1,9,0.3684758245944977
19276,"지나가다 우연히 보고 먹었는데 , 볶음밥까지 맛있었어요옹",5.0,1,9,0.8841238021850586
19277,"송도  최고맛집~~^^♡
분위기. 맛. 친절함~
모두 만족~♡",5.0,1,9,0.971900999546051
19278,"뷰가 죽여요:) 그리고 비싸긴 하지만 자리값이라고 생각합니다 커피는 무난하고, 파인애플 스무디가 너무 맛있었어요^^",5.0,1,7,0.3319304585456848
19279,이야기가 있는 티 코스 너무 좋았습니다. 정말 좋았습니다. 다음에도 또 방문 할게요!,5.0,1,9,0.9515054225921631
19280,맛있어요,4.5,1,6,0.34797805547714233
19281,분위기굿,5.0,1,9,0.404739111661911
19282,사람도 한적하고 산방산도 잘보이네요~,4.0,1,9,0.7160917520523071
19283,많은종류의 커피가있네요..,4.5,1,6,0.3822328746318817
19284,"깔끔하고 음식도 맛있었어요.
덕분에 기분 좋게 여행하고 갑니다~",5.0,1,9,0.9146163463592529
19285,마농바게트가 맛있다고 소문난 곳으로 직접 먹어보니 맛있네요.ㅎㅎ 아침에 일찍 갔더니 기다릴필요없이 바로 구매했고 크루와상도 괜찮네요,4.5,1,9,0.830091655254364
19286,"제주도 여행와서 제일 맛있던 횟집입니다.
사장님이 친절하게 먹는 방법도 설명해주시고 매생이누룽지, 물회, 각종해산물, 매운탕, 그중에서도 회가 제일 맛있었습니다.
다음에도 놀러오면 다시 찾아서 먹고 싶은 횟집이네요^^ 다음에 또오면 서비스도 주신다니 정말 좋네요ㅎㅎ",5.0,1,9,0.9726616144180298
19287,숨비라면ㅡ신라면 그대로 볶음밥ㅡ소스일반적인 맛이라 별로였어요 딱새우 ㅡ머리쪽 해캄이 잘안되어있구요 맛이 변했나요? 친절서비스는 감사했어요,1.0,0,5,0.466482937335968
19288,"두부밥상 정말 맛있고 사장님이 너무 친절하세요.
다른 반찬은 말할 것도 없이 상추나 깻잎도 깨끗하고
또 와서 먹고 싶어요 ^^",5.0,1,9,0.970963180065155
19289,제주도 방문했다가 우연히 들른곳인데 회가 너무 싱싱하고 맛있었어요ㅠㅠ 덕분에 여행 첫날 저녁을 기분좋게 먹을수있었네요 ㅎㅎ,5.0,1,9,0.9718618392944336
19290,재방문의사잇어요!,5.0,1,9,0.8777837753295898
19291,스콘 종류와 케이크 종류가 다양하네요,5.0,1,6,0.3183633089065552
19292,예약 안 하고 갔는데 음식이 바로 나와서 좋았고 연밥이 특이하고 맛있었어요^.^ 다들 너무 친절하셔요ㅎㅎ 다음에 또 먹으러 가려구요,5.0,1,9,0.9564871191978455
19293,좋아요~,4.0,1,6,0.281626433134079
19294,태블릿으로 주문해서 편해용,5.0,1,6,0.3173258304595947
19295,브런치카페에서 음료만 마셔봤는데 초코도 정말 맛있고 오렌지 주스가 설탕같은게 안들어가고 정말 과일 그대로의 맛이 나서 좋아요,5.0,1,9,0.9561895728111267
19296,"음식은무난한 정도이고
직원분들 다 친철하셔서 만족스러워요!!",4.0,1,9,0.7010008692741394
19297,너무 맛있어요,5.0,1,9,0.7764067649841309
19298,"신랑이 몸국 맛있다네요.
아이도 고기국수 잘 먹었어요.",4.0,1,9,0.7830673456192017
19299,맛은있다만 서비스가 별로.. 두번 갔는데 두번 다..,1.5,0,5,0.5179594159126282
19300,얼마전에 사장님귀는 당나귀귀 나왔다 해서 왔는데 거긴 제주시쪽이였네요. 그래도 맛있었습니다~ 재방문의사 있어요.,5.0,1,9,0.5467057824134827
19301,문어가 너무 연하고 맛있었어요 맛있게 잘먹었습니다!!,5.0,1,9,0.8578089475631714
19302,스페셜A세트 먹었어요 구성이 화려하고 맛있는 조합으로 이뤄져 있어요 살아움직이는 싱싱한 전복으로 구워먹기 좀 미안했지만 멜젓에 담궈 먹으면 맛있습니다 멜젓이 다른 곳보다 순한 맛이라 멜젓 처음 접하는 분도 맛있게 드실 수 있을 거에요 사장님께서 첫판은 하나하나 구워서 조근조근 설명해 주셔서 더 맛나게 먹었고 두번째 해산물 부터는 직접 구워 먹었어요 돼지고기도 부드럽고 맛나요 김치찌개도 대충 끓이는 다른 곳과는 다릅니다 잘익은 찐한 김치찌개 맛이에요! 공기밥 추가했는데 공기가 넘 커서 배터지는 줄 알았어요,5.0,1,9,0.9093645811080933
19303,셋이서 스퍼셜추천받았는데   가성비좋네요,5.0,1,9,0.663011372089386
19304,"유니짜장
찹살탕수욕 맛나요",5.0,1,9,0.30395978689193726
19305,맛저녁,4.5,1,9,0.3630855083465576
19306,뷰맛집,3.5,0,6,0.3195685148239136
19307,인생 쌀국수입니다! 깔끔해요,5.0,1,9,0.9614722728729248
19308,평일 점심이었는데도 2시간 기다렸지만 맛은 있어요 ㅠㅠ 기다리는거 너무 너무 힘들었어요..,5.0,1,9,0.3754732012748718
19309,좋아요 또 이용할게요,5.0,1,9,0.8142238259315491
19310,추천해주시는 커피 굿입니다 번창하세요,5.0,1,9,0.9029476642608643
19311,맛있습니다. ,5.0,1,9,0.3532398045063019
19312,"완전 먓나요.
아이가 담에도 다시 오자고 하네요.
배불리 잘 먹었습니다^^",5.0,1,9,0.9728884696960449
19313,칼국수 맛잇어용,4.0,1,9,0.670744001865387
19314,아주 맛있어요,5.0,1,9,0.8586066961288452
19315,"#독개물항#한림갈치조림#협재갈치조림#아침으로 전복죽
맛있어요",5.0,1,5,0.2747786045074463
19316,보통,3.5,0,5,0.5097722411155701
19317,"대기가 엄청 났던 곳
한번은 먹어볼만한 맛",2.5,0,6,0.45462629199028015
19318,"회사 동료들 그리고 가족과 즐거운 저녁 식사가졌습니다. 아기 의자 메세지 남긴 거 기억하시고 챙겨주신 것도 좋았고, 안쪽 방으로 자리 잡아주신 것도 감사했고, 애들 먹으라고 먼저 챙겨주시고 넘 감사하게 잘 먹었습니다. 파스타 종류도 많고 맛도 있고요. 종종 들릴게요.",5.0,1,9,0.9467653632164001
19319,"첫방문 인데 너무너무 만족 했습니당^^***
다들 친절 하시고 음식도 너무 맛있고
가성비 최고 입니다!!!또 올께용😊😊😊",5.0,1,9,0.9749596118927002
19320,"물회먹었는데 기대보단
무난한 맛이 였어요
물이 넘 적었어요",2.5,0,5,0.5037654638290405
19321,"미역국은별로 전복비빔밥이 그냥 평타..
가격너무쎔...5000원씩 빼자..하",2.5,0,5,0.40106672048568726
19322,케익.빵 신선하고 맛있어요,4.0,1,9,0.6296834945678711
19323,"맛있었어요~ 4살 아이가 갈치, 고등어구이에 어른 밥 1공기 모두 먹었어요~ 전복뚝배기 시원하고 맛있었어요~ 홍합 많이 들었는데 다른 조개류가 더 많았다면 더 좋았을텐데-개인적인 바람 ㅋ-  여사장님이신 걸로 보이는 분 매우 친절하셨고 
용머리해안에서 매우 가깝습니다. 차로 1-2분?!  식당 앞 주차 가능 공간 6대 정도 있었던 것 같고 가까운 거리에 공터 있어요~ 넓은 편이고 사회적 거리두기 일환으로 가운데 테이블 비워주셔서 좋았습니다.  파리 간혹 한두마리 있던 것 외 좋
았습니다. 추천합니다. 다음에 산방산, 용머리해안 가면 또 갈 것 같아요~ 네이버영수증 리뷰 탄산음료 1병 주십니다 구욷",4.5,1,9,0.6093184947967529
19324,다시 재방문..,5.0,1,9,0.6095324158668518
19325,첫 맛은 이게무슨맛이지?했는데...한그릇 다 비웠네요~처음맛보는 국물맛이였습니다. 담백합니다.,5.0,1,5,0.5174054503440857
19326,사시스세소 굿굿,5.0,1,9,0.6864705085754395
19327,샌드위치맛있어요,4.0,1,9,0.32954585552215576
19328,최고에요~~,5.0,1,9,0.9514988660812378
19329,"친절하시고, 반찬 하나하나가 너무 맛있있어요~~",5.0,1,9,0.9656174778938293
19330,맛있는데 고딩 알바생들은 불친절,4.5,1,6,0.4380885064601898
19331,"자주가는곳
디저트류가 약함",5.0,1,5,0.4550524950027466
19332,굿,5.0,1,5,0.32669615745544434
19333,ㄴ너무너무 맛있어요 꼭 드세요,5.0,1,9,0.9729576110839844
19334,믿고 가는 알디프!,5.0,1,9,0.9583433866500854
19335,"정말 맛있게 먹었고, 직원분들이 엄청 친절하세요!! 간만에 좋은 시간 보냈습니다! ㅎㅎ",5.0,1,9,0.9564136862754822
19336,잘함,5.0,1,6,0.31688156723976135
19337,식전빵도 맛있고 수블라키 아란치니 맛있고 좋아요 가족식사하기 분위기도 좋아요^^,5.0,1,9,0.8602397441864014
19338,맛있어요,5.0,1,6,0.34797805547714233
19339,돈까스는 정돈이 최고!!! 등심 하나 안심 하나 시켜서 나눠 먹는게 제일 맛있어요ㅎㅎ,5.0,1,7,0.3157501816749573
19340,So so,4.0,1,5,0.5067511796951294
19341,뷰가 다했네요,5.0,1,9,0.5027945637702942
19342,찐이에요,5.0,1,9,0.9405664205551147
19343,여태 먹은 초밥중 엄청난 초밥이에요!!초밥이 입에서 녹을만끔 겁나 맛있어요! 직원분들 서비스도 최고고 정말 다시오고싶은곳중 한곳입니다,5.0,1,9,0.9771451950073242
19344,"아란치니,치킨수블라키.할리피뇨파스타가 넘나 잘 어울렸어용.야채까지도 맛있더라구용~~
맛있게 잘먹고 갑니당",5.0,1,9,0.957684338092804
19345,고사리육개장 대박 깍두기 대박 꿀맛,5.0,1,9,0.9494215846061707
19346,양이 정말 많네요 푸짐합니다 횟감등 완전 신선하네요 ㅎㅎ,5.0,1,9,0.8410963416099548
19347,커피는 항상 맛있는데 크로플이랑 갈릭바게트는 너무 딱딱해요,5.0,1,6,0.43681788444519043
19348,맛있어요 달달한 귤잼에 버무린 맛이에요 전복튀김 두개랑 귤칩하나 들어가요 개인적으로 너무 맛있어요 전화는 안받으시는데 네이버 예약으로 한번에 되네요  혼자 일하셔서 전화받기 힘드신가봐요 별 다섯개드립니다!!,5.0,1,9,0.8351395726203918
19349,주차 편해요~ 분위기 좋고 다 좋은데 양이 좀 아쉽네요~,3.5,0,6,0.4003443419933319
19350,가을 즐기기에 너무 좋은 카페였어요! 실내 규모가 큰 반면 좌석이 빼곡한 편은 아니어서 여유있게 즐기기 좋은 것 같아욤! 커피도 맛있었지만 르뱅쿠키 강추해요,5.0,1,9,0.6809300780296326
19351,전복죽 눈감고 먹으면 야채죽하고 맛 똑같네요. 그냥 동네 일식집에서 나오는 전복죽이 더 진함. 설렁탕 비비고 사먹으세요 제발. 가리비 젓갈은 먹을만함 솔직히 별 세개정도인데 너무 고평가 되있어 한개 체크했습니다. 사장님 보시면 가격도 있는데 전복사이즈 양심있게 장사하세요.,1.0,0,0,0.5771704316139221
19352,탕수육보단 짬뽕이 맛있네여,4.0,1,6,0.4268420934677124
19353,그럭저럭한것같아요,3.0,0,5,0.5806931853294373
19354,싸고 맛도 좋아요!,5.0,1,9,0.7794979810714722
19355,좋아요,4.0,1,5,0.350778728723526
19356,속초에 가면 꼭 들려야할 맛집인정입니다~!,5.0,1,9,0.9670554995536804
19357,뷰맛집,4.0,1,6,0.3195685148239136
19358,태국에 온 느낌이네요,3.5,0,9,0.9204609394073486
19359,좋아요,5.0,1,5,0.350778728723526
19360,"평소보다 줄이 적은 것 같지만 그래도 30분은 기다려야 합니다. 
새우 안심세트 맛있어요 ",5.0,1,7,0.3215237855911255
19361,"신랑생일기념으로 맛집검색하다가 우연히 찾은 수블라키아! 식전빵도 너무 맛있구 블루베리에이드 짱짱😍😍 아란치아, 소고기수블라키, 포르마지오피자까지 모든 음식이 넘넘 맛있었어서 강추😘 포르마지오피자 빵끝부분이 엄청 고소해서 좋았어요!! 다음에 와서는 양고기수블라키랑 새우로제파스타도 꼭 먹어보고 싶어용~~  맛있게 잘먹었습니다👍",5.0,1,9,0.9738323092460632
19362,"여기 쿠키 한번맛보고나서 다른 쿠키집 못가요 
쿠키찐맛집",5.0,1,9,0.9598267078399658
19363,"*맛 녹차라인 맛있어요  가격대가 있어도 맛있으니 납득 되는 곳이에요 *매장 다만 매장이 조금 어수선했어요 음악도 너무너무너무 크고요;;; 말소리가 안들릴 정도였습니다 라운지 바인줄...  *서비스  직원분들도 메뉴 물어보면 
대답이 시큰둥하셔서 제가 되려 뻘쭘...... 친절은 기대안하실거면 추천합니다...",3.0,0,5,0.4335988461971283
19364,"좋네요.
",5.0,1,6,0.29455336928367615
19365,"상당히 맛있었습니다.
강릉 가실일 있으시면 강추드려욥",5.0,1,9,0.957457959651947
19366,넓고 넓고 넓어서 좁디 좁은 카페들과 달리 자리 없을 걱정은 없으나 맛 부분이 좀 아쉽다,3.0,0,6,0.44329407811164856
19367,가성비 좋은 맛집!,5.0,1,9,0.6926568150520325
19368,맛나고 친절해요,5.0,1,9,0.7064690589904785
19369,책도많고 뷰도 좋고 좋아용,5.0,1,9,0.9525910019874573
19370,매우 만족 너무 좋았써요,5.0,1,9,0.9658012986183167
19371,홍합에서 모래가 많이 씹혀요 그냥 그래요,1.5,0,5,0.566078245639801
19372,굿,5.0,1,5,0.32669615745544434
19373,"서귀포에 있는 맛있는 브런치 맛집이였어요💗🍊
거기에 제가 좋아하는 우도땅콩아이스크림라떼도 있어서 행복했어요💗",5.0,1,9,0.9367323517799377
19374,여자친구와 함께 갔습니다. 네이버예약을 하면 군만두를 줬습니다^^ 마약짬뽕과 찹쌀탕수육을 먹었는데 맛있었습니다^^^^ 다음번에도 방문할 예정입니다^^,5.0,1,9,0.8144686222076416
19375,대존맛. 오늘도 내일도 먹고싶은 맛. 근데 비싸다. 양이 적다. 4만원치 개별포장해서 냉동해서 계속 먹고싶다. ,5.0,1,9,0.5987232327461243
19376,가게도 깔끔하고 음식들도 다 맛있어요! 딱봐도 고기질이 좋아보이더라구요~ 직원분들도 엄청 친절하세요ㅎㅎ 어린이 놀이방도 있어서 아이들과 고기먹으러 가기도 좋고 내부가 넓어서 연말 회식이나 모임장소로 딱이에여!,5.0,1,9,0.9647139310836792
19377,뷔페에 딱 먹을만한 것만 있어서 좋더라고요,5.0,1,9,0.7223056554794312
19378,"어제 재료소진이여서 오늘 갔는데,  친절하고 해물라면이랑 전복치즈밥 둘 다 맛있었어요 :)",5.0,1,9,0.9052000045776367
19379,넓고 좋은데 가격대가 좀 있네요^^;,4.5,1,6,0.3879719376564026
19380,조림을특히잘하는것같고곰치국은맛이없고비싸기만하네요.,4.0,1,5,0.4422466456890106
19381,다 맛있고 사장님 이모님들 다친절하세요,5.0,1,9,0.9306985139846802
19382,다 맛있어요,5.0,1,9,0.8128765225410461
19383,강릉 사는데 장칼국수는 거의 여기로만 먹으러 가요 장소가 좀 협소하지만 맛있어요 가게 앞에 고양이 너무 귀여워요 새끼도 낳앗더라구요8ㅅ8 매운거 좋아하시는 분들 기본 드시고 매운거 꽤 먹는다 하시는 분들 매운맛 드세요 매운맛 속이 확 풀려요,4.5,1,9,0.9195427894592285
19384,친절해요,4.0,1,6,0.40003275871276855
19385,맛있고친절합니다,5.0,1,9,0.8045693039894104
19386,.,5.0,1,5,0.2882481515407562
19387,서비스도 짱 이고 맛도 최고예요.,5.0,1,9,0.9116122126579285
19388,인생 마라,5.0,1,5,0.38596323132514954
19389,맛있어요~! 날좋을때 또 방문할게요,5.0,1,9,0.8473916053771973
19390,뷰도 좋고 책도많고 깨끗해요,5.0,1,9,0.8930410742759705
19391,굿,4.0,1,5,0.32669615745544434
19392,"음식 존맛탱, 사장님 완전 친절!! 모츠나베 리필되서 넘 좋아용!!!",5.0,1,9,0.9741743803024292
19393,분위기 완전좋아요 인생맛집 제대로 찾음♥,5.0,1,9,0.9761700630187988
19394,맛있어요 ㅎㅎ 메뉴도 늘 신선하고 좋아요! 분위기도 굿굿,5.0,1,9,0.9423497319221497
19395,좋아용!,4.0,1,9,0.6836907267570496
19396,와,4.0,1,9,0.4949946403503418
19397,늘 만족하고 다니는 고기집임. 사당에서는 여기가 가장 나음. 진짜.,5.0,1,9,0.9714915752410889
19398,.,5.0,1,5,0.2882481515407562
19399,코로나때문인지 사람이 없어서 좀 당황했어요.오랜만에 가서 먹어서 그런지 더 맛있던거같아요.생일날 촛불끄고 포장해온거 또 먹었네요.,5.0,1,9,0.4091525673866272
19400,보통이에요,2.5,0,5,0.5732933878898621
19401,이번에도 만족스러웠습니다,5.0,1,9,0.8169330358505249
19402,"매우 만족입니다 👍
야채도 너무 싱싱하고 ,, 고기도 너무맛있어요,,
일단 강아지랑 편하게 전용룸에서 먹을수있어서 좋구여, 야채도 눈치안보고 가져다 먹을수있어서 좋아요  우리동네에는 왜없을까요 ㅠㅠ 먼곳인데도 매주 찾아와서 먹는 찐 맛집입니다 🥺 아참 에이드도 꼭드세요 맛있습니다 ㅋㅋㅋㅋ꙼̈ㅋ̆̎ㅋ̐̈ㅋ̊̈ㅋ̄̈ 번창하세용 ",5.0,1,9,0.9764677882194519
19403,조아요,4.0,1,5,0.4668617844581604
19404,전용주차장도 있고 규모가 꽤 큰 횟집이라 퀄리티도 보장됩니다!! 생선부터 대게 전부 신선해요!!,5.0,1,9,0.9591622948646545
19405,"올림픽보러와서 네이버 예약하고, 편하고 맛있게 먹었습니다. 방이 있어서 여러식구가 먹기 편했고, 맛도 좋았어요^^",5.0,1,9,0.8969732522964478
19406,"멘치까스는 좀 느끼했고 등심,안심은 덜 익히는게 부드러울것 같아요~ 좀 더 부드러웠으면 좋을것같아요. 쫄깃한식감은 특이하고 좋았습니다~",4.0,1,5,0.4805598258972168
19407,엄청 푸짐해서 맛있게 잘먹었어요,5.0,1,9,0.8811501860618591
19408,현백팝업스토어에서 샀어요.,4.5,1,7,0.27337899804115295
19409,예전에 해물찜으로 유명했다던데.. 메뉴가 바꼈단다.. 가자미조림..한가지..ㅋ 아숩,3.0,0,5,0.5344530344009399
19410,맛있어요 특히 간장게장 좋네요,4.0,1,9,0.750264585018158
19411,"좋은 음악과 맛있는 음식, 깨끗하고 친절하고 가까우면 매일 오고 싶은 곳. 오늘은 찹스테이크 최고!!",5.0,1,9,0.9553083777427673
19412,진짜 넘 맛있어요ㅠ,5.0,1,9,0.9726329445838928
19413,분위기 좋아요,5.0,1,9,0.47505325078964233
19414,좋아요,4.0,1,5,0.350778728723526
19415,뷰가 정말 어마해요.. 자리가 없어서 .. 눈치 작전도 필요하고 ..서로 양보도 필요했던 .. 주차장은 넓구요..,5.0,1,7,0.3189742863178253
19416,맛있어요 ~~,4.5,1,9,0.48453089594841003
