,리뷰,평점,라벨링,predicted,score
27384,샤브샤브 좋아요,5.0,1,6,0.34559348225593567
27385,맛은 있는데 가격도 쎄긴함 ㅜㅜ,5.0,1,5,0.47866493463516235
27386,맛있고 친절해요,4.5,1,9,0.6961171627044678
27387,너무 맛있고 풍경 인테리어 멋졌어요 !,5.0,1,9,0.8082239627838135
27388,역시 맛있습니다,5.0,1,9,0.7428256869316101
27389,ㅇㅇㅇ,5.0,1,5,0.5124244689941406
27390,"대박입니다~
먹자마자바로올리게만드는맛!
고사리육개장 강추~",5.0,1,9,0.9843109250068665
27391,"밑에 컵케이크 부분은 특별한건 없긴한데
위에 크림이 너무 맛있어요",4.5,1,9,0.3920031785964966
27392,굿,5.0,1,6,0.4950698912143707
27393,맛잇엇러용,5.0,1,9,0.519931972026825
27394,맛있어요,4.0,1,6,0.43294763565063477
27395,"주말에 가니 오히려 사람이 없어서 좋음
직원들 불친절하고 보고도 접시 안치우고 답답함.. 다신 안가고싶은 매장",1.0,0,0,0.8600986003875732
27396,역시나 그때 그 맛이네요ㅠㅠ,5.0,1,9,0.8810727596282959
27397,뷰도 좋고 시설도 깔끔하고 조용해서 좋았습니다^^!,5.0,1,9,0.9776877760887146
27398,"맛 없어요!동네브런치도 많이 가보고 경주 브런치도 많이 가봤는데 동네브런치보다 못하게 맛없구요 가격도 비싼거에 비해 구성이 딸려요 저래서 총 73100원나왔는데 구성이 허접함! 사진에 젤크게보이는음식이 단품가격18000인데 허접함 
그리고 브런치다니면서 일회용접시첨봄 젤 중요한건 서비스마인드가 안되어있어요 음식받기까지40분걸림 바쁘니 이해함 바쁜데 테이블닦아달라고 하기 그래서 내가 물티슈있냐물으니 없다함 테이블이 더러운데 뭘로 닦나요 물으니 멀뚱히 쳐
다봄 ㅡㅡ두번물음 쳐다보고있음 열채서 그럼 테이블 닦아주세요했음  보통 그리얘기하면 알아듣고 닦겠다고 자리가 어디냐고물어보는게 정상인데 그냥 여기 남자직원분은 그런거없음  아침에 리뷰보고 안그래도 갈까말까 고민하다 나...",1.0,0,0,0.7339522838592529
27399,푸짐하거 맛있어요,5.0,1,7,0.44828397035598755
27400,항상 맛있게 잘 먹고 갑니다~~,5.0,1,9,0.906957745552063
27401,좋아요여기😊,4.0,1,9,0.8157705664634705
27402,커피맛이  좀 아쉽...,4.0,1,5,0.6479729413986206
27403,재밌고 맛있고 좋았어요!,5.0,1,9,0.6775652170181274
27404,"달달한 콩국수라 취향탈 수 있어요.. 첫입은 인절미국수같아서 맛있었는데, 아무래도 달다보니 금새 물리네요 ㅜㅜ 만두는 그냥 시판용인거 같아서 안드셔도 될거 같아요",3.0,0,5,0.6513533592224121
27405,"오일파스타가 진짜 대존맛...❤ 
오일파스타 맛 모르는데, 진짜 맛있어요!! 
다른것도 맛있어요👍 조금 아쉬운 점은 피자종류는 많은데 되는 메뉴가 2개밖에 없어서 아쉬웠어요! 다음에는 오일파스타랑 피자 먹으러갈게요!! 잘 먹었어요~😆",5.0,1,9,0.8879334926605225
27406, 쌀국수 면이 너무 많이 익어서 나온거랑 모닝글로리 맛이 조금 아쉬웠습니다 분짜는 핵존맛,4.0,1,7,0.48946094512939453
27407,맛나요~,5.0,1,6,0.2887435853481293
27408,샐러드랑 샌드위치 맛있어요,4.5,1,7,0.4102192223072052
27409,JMT,5.0,1,9,0.7308762073516846
27410,굳굳굳,5.0,1,9,0.6496661901473999
27411,너무 맛있어요! 수블라키는 이색적인 맛인데 정말 담백하고 맛있구 로제파스타 진짜 맛있어요 매콤해서 질리지않고 먹을수 있어용😻,5.0,1,9,0.979205310344696
27412,식당이 굉장히 넓고 청결했어용 사장님도 완전 친절하셨어요!!,5.0,1,9,0.9115859270095825
27413,가지 떡 강정 진짜 맛있어요. 사장님 같으신데 계산과 서빙 담당해주신 분이 넘 친절하셨어요!,5.0,1,9,0.8982108235359192
27414,"너무 비싸요.. 그리고 음식나오는속도가 너무 느려요
음료 15분만에 받았고 음식은 45분 걸렸어요.",2.0,0,3,0.4741060733795166
27415,페스츄리빵 진짜맛나네여,4.0,1,9,0.7313501238822937
27416,ㅎ,4.5,1,5,0.4054476320743561
27417,맛은 나쁘지않는데 사람들이 많아서 정신이 없어서 그런지 계산할때 나누어낸다고 말했는데 금방 듣고도 한꺼번에 계산하셔서 별 뺍니다,3.0,0,5,0.4599968194961548
27418,역시 맛있어요! 고사리 안좋아하는 와이프도 좋아하네요,5.0,1,9,0.9076379537582397
27419,와 정말 최고맛집,5.0,1,9,0.9791147708892822
27420,굿,4.5,1,6,0.4950698912143707
27421,"속초진짜순대!  아바이순대 짱!  아바이순대국 !  모듬순대!  순대전골!
다 맛이 있네요. 특별났어요.  ",5.0,1,9,0.848491370677948
27422,넘 맛짱!!!,5.0,1,9,0.7455540299415588
27423,"주문도 간편하게 할 수 있고 뷰도 좋아요 👍🏻 
다음 일정 때문에 바로 포장하게 되었지만 잠깐 들린 것만으로도 힐링 되네요 ~ 조만간 블로그를 통해 상세 포스팅 할 예정 입니다 :)",5.0,1,9,0.9698780179023743
27424,"맛있게 잘먹고 가요~
사진은 다 먹어서요~",5.0,1,9,0.8617491126060486
27425,뷰 완전 조아욘~~~~,5.0,1,9,0.8578493595123291
27426,페퍼로니피자 - 맛있습니다 베이컨 오일 파스타는  일반적인 알덴테 식감이 아닌 우동같은 파스타 식감입니다 참고하시면 좋겠습니다,5.0,1,6,0.3447496294975281
27427,"첫방문에 힐링하고 온듯하네요.
 숲속에서의 여유로운 휴식과 진한 커피  한잔의 여유. 다양한 브레드와 샐러드,피자 등등. 넓기도 하지만 여름에 시원한 느낌이 들어 다시 가고프네요.",5.0,1,9,0.6295878291130066
27428,수육백반 맛잇어요!,5.0,1,9,0.4875633716583252
27429,맛있게 잘먹었어요~^^,5.0,1,9,0.5029098987579346
27430,스테이크가 참 맛있었어요. 분위기로 배부르게 먹을 수 있는 좋은 장소입니다. :^),5.0,1,9,0.8859310150146484
27431,김포 *린공*이랑 빵 종류가 많이 비슷한데 여기도 빵은 맛있었어요. 매장도 청결하고 널찍해서 좋았습니다.,5.0,1,9,0.3746601641178131
27432,아주 좋아요,5.0,1,9,0.7756518721580505
27433,뷰가 좋고 음식도 나름 만족스러웟습니다.,4.0,1,9,0.8756101727485657
27434,"맛있게 잘 먹었어요 꼬막비빔보다는 무침으로~~ 개인적으로 새우장은 양념을 좀 바꿨으면 좋겠어요 소주냄새가 확 올라오고 짜고 맛이 없어요 가격올리고 새우장 추가한것 같은데 예전 가격 그대로하고 새우장 빼면 더 나을것 같다는 생각들어요  새우장 또는 계란말이 선택으로 할수 있
음 아이들 데려가거나 날거 싫어하는 사람들 함께가도 좋을것 같아요",4.5,1,7,0.30185896158218384
27435,언제나 맛있어요!,5.0,1,9,0.8366345167160034
27436,"제가 웬만하면 좋은 평점만 남기는데 서비스가 너무 실망스러워서 하나씩 집어서 글을 남깁니다.  1. 들어가자마자 직원이 qr코드찍으라는 말만하고 안심콜했는데 qr도 해야되냐는 질문을 두번이나 했는데 무시당함. 자리안내도 
하나도 안해줘서 우리가 알아서 앉고 벨눌러서 메뉴판달라고함 2. 목살을 시켰고 고기를 가져와서 구워주는데 목살이 아닌것 같아서 목살맞냐니까 오겹이라고 해서 저희 목살시켰다니까 죄송하단 말없이 굽던거 가져감 3. 고기
가 구워지고 먹으려는데 쌈이 없길래 혹시 쌈은 없냐고 물어보니 사전안내없이 셀프코너에 있으니 가져가라고 그때 대충 말해줌 더있는데 글자수 제한이 있어서 아쉽지만 여기까지 쓸게요 그리고 찌개말이밥에 있는 고기...",1.5,0,1,0.523919939994812
27437,"맛나요
국밥최고예요",5.0,1,9,0.8488012552261353
27438,"친절 2.5, 맛 4, 위생 4.5
머리긴 여직원 띠꺼워요. 떡볶이는 맛있고, 나머지는 비싸기만하고 별로에요.",4.0,1,1,0.5351995825767517
27439,맛있게 먹구왔어요~~,5.0,1,9,0.5222148895263672
27440,소문대로 넘나 맛난 커피,5.0,1,9,0.5430886149406433
27441,커피와 마들렌 맛있어요,5.0,1,6,0.32481831312179565
27442,추천!🖤,5.0,1,9,0.8394374251365662
27443,식전빵이 쫄깃하니 맛이 있고 누구나 쉽게 그리스 음식은 접할 수 있도록 감칠맛이 나는 메뉴가 많아요! 전체적으로 분위기 있는 인테리어와 분위기에 기분 좋은 점심 먹고 갑니다~,5.0,1,9,0.9601390361785889
27444,"약속있을땐 무조건 여기에요!
커피도 빵도 맛있어요",5.0,1,9,0.9846907258033752
27445,2줄부터 주문가능한게 안좋네요,1.5,0,1,0.33785080909729004
27446,직접 고기 구워주시고 김치랑 콩나물 볶음밥최공!!!너무 맛있어요❤️❤️,5.0,1,9,0.9788994193077087
27447,가격이좀 사악하긴한던 고기는 한우 2++라서 그런지정말 부드럽고 맛있더라구요,4.0,1,7,0.33784782886505127
27448,좋아요,4.0,1,6,0.4311637580394745
27449,서비스별로예요 맛은 괜찮은데  스테이크 가격대비 비싸요 에어컨 물떨어짐 비위생적,2.0,0,5,0.6077105402946472
27450,사발그릇에 밀면이 나오는데 양이 푸짐해서 좋음! 시원하게 잘먹었습니당~ 또올게용,5.0,1,9,0.9218733906745911
27451,사람짱많아요 ㅋㅋㅋㅋ,5.0,1,6,0.663104236125946
27452,"자주먹으러 가는곳 비빔 물 둘다 맛나다
단,  물밀면 육수가 좀더 시원했으면 좋겠다",4.5,1,6,0.4325483441352844
27453,매운탕이 맛있어요,3.0,0,6,0.32462847232818604
27454,"추천드려요
일단 맛과 양이 만족스럽습니다
여행객들에게 실패없는 맛집이라 생각하요!",5.0,1,9,0.8307449221611023
27455,기존의 치킨보다 훨씬 깔끔한 맛입니다.우연히 알게 되 치킨집인데 이제는 마마치킨만 찾게 되네요^^,5.0,1,9,0.33040472865104675
27456,아인슈페너 맛있어요 근데 오인이상집합금지 안막으시는지 테이블에 오인 이상 있네요 ...,5.0,1,5,0.564556896686554
27457,너무 맛있.. 포장해와도 좋고 가서 먹어도 좋고. 가서 먹으면 대신 반찬이랑 국 많이 주시니까 최대한 배고플때 가는 거 추천,5.0,1,9,0.9435564875602722
27458,좋아요 맛집~^^,5.0,1,9,0.36533987522125244
27459,"가보니 한가게가아니라 여러사람들이하는곳이고요.솔직히 여기서 먹고 저배탈났어요.정말 여행와서 기분 안좋았어요.ㅜㅠ 환경이 너무 더럽고 지저분하고요,일단 기본적인 위생상태불량에다가 양대비 가격너무 비싸네요. 왜 평점이 좋은지 모
르겠네요.ㅡㅡ^ 별점수도 아깝네요. 제가 동남아 여행갔을때 노점상보다 별로고요. 정말 비추에요 가지를 마세요. 다른 좋은곳 가세요.",1.0,0,0,0.8774709105491638
27460,부산가믄 꼭 가봐야 하는곳~~~!!!  완전 맛있는 꼬막집입니다,5.0,1,9,0.9808188080787659
27461,"홍대 레터링 케이크 맛집! 마카롱 맛집!
마카롱도 맛있어요~♥",5.0,1,9,0.6445850133895874
27462,굿,5.0,1,6,0.4950698912143707
27463,코다리냉면이랑 만두 짱맛있음,5.0,1,9,0.42430952191352844
27464,맛도 있고 양도 많아요!,5.0,1,9,0.7397740483283997
27465,면이 좀 불어있고 국물에서 아무 맛이 안나요.. 그냥 물에 면이 담겨있는 느낌이예요... 만두랑 감자전은 맛있었는데 정작 막국수가 최악ㅜㅜ,0.5,0,3,0.4232005774974823
27466,좋아요,4.5,1,6,0.4311637580394745
27467,맛있어요,4.5,1,6,0.43294763565063477
27468,"항상 새로운 차의 세계를 경험하고 갑니다. 매년 올때마다 더 섬세해지는 서비스를 느껴요. 당도조절뿐만 아니라 비건, 키토까지 고려하기 위해서 일부러 품을 들일 수 있는 곳이고, 매번 부지런히 새로운 티는 물론 그에 얽힌 스토리텔링과 음악 선정까지 가격이 아깝지 않은 수많은 수고와 노력이 달콤하게 묻어나는 시간이었어요. 매번 새로운 지인을 데려가 대접해주고 싶은 곳 입니다 ",5.0,1,9,0.9855852723121643
27469,"아이들에 대한 배려가 정말 좋았던 곳이에요 
전체적으로 양도 많고 꼭 다시 가고싶을거 같은곳입니다",5.0,1,9,0.9795938730239868
27470,"여기 자주 가는데 갈 때마다 사장님이 친절하고 서비스 잘 챙겨드려요 회 생각나면 여기 강추 !!!!
별 5개 넘어서 드려도 부족하지 않는 곳 !!!!",5.0,1,9,0.991027295589447
27471,너무 맛있게 잘 먹었습니다^^,5.0,1,9,0.9304627180099487
27472,아주 좋아요ㅎ 맛나고 친절하고 넘 배부르네요^^,5.0,1,9,0.9399399757385254
27473,"서빙하시는 분이 한 사람,그리고 사장님같은 분이 캐주얼 재킷을 입으시고 같이 하시는 모습이 보기좋지않았고,파스타와 스테이크 전문점이라고 하기에는 가격대비  맛도  수준미달. 중고딩 상대로 영업을 하셔도 힘들듯. 간판이
름만 그럴싸해서 속은기분!",2.0,0,1,0.500853419303894
27474,맛있어요,5.0,1,6,0.43294763565063477
27475,시원해요,4.0,1,6,0.48820409178733826
27476,친절하시고 양도 많고 맛있어요!!,5.0,1,9,0.8747219443321228
27477,깨끗하고 서비스가 좋아요 맛있어용!!!,4.5,1,9,0.8608736991882324
27478,"학생서빙은 별로고, 맛은 보통이요",4.0,1,5,0.6655070185661316
27479,"여긴 찐입니다!!
역시 존맛탱 다음주에 또 갑니다
굿!!!!!",5.0,1,9,0.9476944208145142
27480,떡이 말랑말랑 정말 맛있어요,4.5,1,9,0.7382333278656006
27481,진짜 너무 맛있어서 계속 갈 예정임,5.0,1,9,0.9837434887886047
27482,맛나,4.0,1,5,0.32856637239456177
27483,맛있어요,5.0,1,6,0.43294763565063477
27484,친절하고 푸짐하니 맛있어요🌞,5.0,1,9,0.9140298962593079
27485,맛있네여,5.0,1,9,0.37325337529182434
27486,이쁘고 맛있어요,5.0,1,9,0.43703871965408325
27487,깔끔하고 맛도 좋았어요 직원분들도 친절하구요 다음에 또 가야겠어요~,5.0,1,9,0.8574820756912231
27488,두더지피자 넘 맛있어요.,5.0,1,9,0.5137370228767395
27489,매운거 좋아하는데도 기본맛 많이 매웠어요ㅠ,3.0,0,5,0.6955841183662415
27490,자리도 좋았고 음식도 맛있었어요! 다음에ㅜ또 올게요,5.0,1,9,0.7256993651390076
27491,맛있어요.,5.0,1,6,0.32337936758995056
27492,"최고였어요~^^
한국에서 맛보는 최고의 태국음식이었습니다~^^",5.0,1,9,0.968529224395752
27493,음식이 늦게 나오지만 맛있어요,3.0,0,6,0.2994363009929657
27494,"사장님도 친절하시고, 전복뚝배기랑 전복죽 먹었는데 뚝배기는 해물향이 진하게 나고~ 전복죽에 전복도 많고 맛있었어요!
무엇보다 공항 주변이라 끼니 해결하기 좋았습니다:)",5.0,1,9,0.5622068643569946
27495,오픈시간에 맞춰간거라 바로 먹어서 좋긴했는데 만두는 그냥 집에서 해먹는 만두맛이고 고기국수의 고기는 맛있는데...국수는 찾아갈 정도의 맛은 아니에요,3.5,0,5,0.5612732172012329
27496,찐맛디ㅂ,5.0,1,9,0.5491670370101929
27497,"맛최고!! 2차로 갈곳이 근처에 없음에도 찾아가는곳.
주차가 사설 주차라 비싼게 흠. 그냥 맛있음 꼭 가보세요 강력추천",4.5,1,9,0.9632192254066467
27498,"가게도 예쁘고, 음식도 예쁘고 맛있어요!",5.0,1,9,0.7861024737358093
27499,대기길어요.,5.0,1,6,0.37967655062675476
27500,가격저렴 맛이 있고 쌈있는곳,4.0,1,7,0.32419469952583313
27501,"건대갔다가 맛있게 먹고 왔어요
직원분들 친절쓰",4.5,1,8,0.32588624954223633
27502,맛있어요 ㅋㅋ 음식받고 오분만에 다먹었어요 ㅎㅎㅎㅎ 감귤주스 애들위해 유기농으로 해주시고 배려 감사합니당,5.0,1,9,0.9891762137413025
27503,오 존마탱구리 친절하시고 해산물이랑 고기 같이먹고 제주 맛집,5.0,1,9,0.9608234167098999
27504,친절하시구 음식이 맛있네요~~,5.0,1,9,0.5700898170471191
27505,"기다린 시간이 전혀 아깝지 않아요
진짜 맛있음 !!!!!",5.0,1,9,0.9784027338027954
27506,라일락 꽃향기 맡으며.....,5.0,1,9,0.7220789790153503
27507,강추강추맛있어요진짜,4.5,1,9,0.9038769602775574
27508,쌀떡볶이 맛있네용,4.0,1,7,0.45028388500213623
27509,간만에 먹었는데 맛있어요!,5.0,1,9,0.786483645439148
27510,"가족끼리 가서 여러개 시켜먹기 좋아요!
멘보샤랑 견과류크림새우도 맛있고 꿔바로우도 특이하고 짬뽕도 맛있었어요👍 그리고 사장님이 엄청 친절하세요☺️",5.0,1,9,0.9676198363304138
27511,괜찮다 서빙/퇴식 개선좀..,3.5,0,6,0.5564259886741638
27512,"넘 좋아여! 굳굳굳! 
재방문의사있습니당",5.0,1,9,0.8228835463523865
27513,"항상 친절하시고 음식도 깔끔하고 맛있어요!
모든 음식이 다 맛있어요 ",5.0,1,9,0.9745780825614929
27514,"물회 먹으러 갈껄 넘 더웠어요ㅠㅠ
맛은 쏘쏘",1.5,0,5,0.6456298828125
27515,"재료아끼지않고 듬뿍넣은느낌
라면은 스프안넣고 양념하신다는데 생각날꺼같은맛이에요 버터밥도강추",5.0,1,9,0.8543026447296143
27516,반찬 구성도 좋고 가성비도 나쁘지 않아요! 방역수칙도 잘 지키고 만족스럽네여,5.0,1,9,0.9237560033798218
27517,고기 맛있구여 서비스 친절하구여 흑돼지는 밖에서 먹어야해요. 코로나 시국에 만족스러웠어요. 근데 연기가 너무 많이 나용ㅠ 하지만 밖에서 먹으니 어쩔 수 없는 부분...! 그래두 저는 밖에서 먹어서 좋았어용 근처에 사장님 말??? 있는데 같이 사진도 찍으라고 하셨는데 말이 순해서 사진도 찍을 수 있어욬ㅋㅋㅋㅋㅋ 강추~~~,5.0,1,7,0.4401862323284149
27518,속초 갈때마다 먹는 맛집 입니다,5.0,1,9,0.9181944727897644
27519,맛있어요,4.5,1,6,0.43294763565063477
27520,빨리나오고 육수도 시원하고 맛있었어요! 만두도 시켜봤는데 만두피가 쫄깃쫄깃 맛있더라구요,4.5,1,9,0.5527328848838806
27521,"가게가 좁아서 줄 서서 기다리긴했지만 금방금방 자리가 생겼고, 맛있어서 기다린 보람이 있었어요! 팬케잌은 폭신하고 달달하고~ 세트를 시켜서 사이드에 있는 샐러드나, 베이컨 등과 함께 곁들여 먹으면 좋아요! 양이 적어 보이지만 먹고나면 한 끼도 든든하더라구요 강추!",5.0,1,9,0.7557324171066284
27522,"찐하고 짠하고싶은 이런 미친맛,,,",4.5,1,9,0.8764625191688538
27523,좋아요,5.0,1,6,0.4311637580394745
27524,그냥저냥 합니다  특별한게 없어요,2.5,0,5,0.6557080149650574
27525,실해요 맛도 서비스도 반찬들도 비싼값 하네요 ,5.0,1,5,0.3364931344985962
27526,좋아요,5.0,1,6,0.4311637580394745
27527,시원해요 짱,5.0,1,9,0.8377501368522644
27528,책맛집에 뷰맛집입니다 시원하고 좋아요 라면까지 존맛탱,5.0,1,9,0.973863959312439
27529,드립백 사봤어요,3.5,0,5,0.37055328488349915
27530,굿,4.0,1,6,0.4950698912143707
27531,줄서서 샀어요,5.0,1,5,0.3470706045627594
27532,여긴 뷰맛집!!!!!,3.0,0,5,0.5036648511886597
27533,"매우 친절하시고 서비스도 많이 주셔서 엄청 배불리 먹었어요
말고기 처음 먹어봤는데 정말 부드럽네요",5.0,1,9,0.963409960269928
27534,극상 물회 + 미역국,5.0,1,6,0.355024129152298
27535,.,5.0,1,5,0.3034157454967499
27536,참치김밥은 제 스타일이 아닌 걸로,4.5,1,5,0.6858527064323425
27537,맛있어요 ! 사장님들도 친절해요 굿,5.0,1,9,0.8043969869613647
27538,벌써 두번째방문이네요 늘 만족스런 구성과 안주추천까지해주시고 넘 좋습니다,5.0,1,9,0.9744609594345093
27539,보통 동네 수제버거집이랑 비슷한거 같아요,3.0,0,5,0.5714395642280579
27540,떡이 맛있고 친절합니당!,5.0,1,9,0.6765651106834412
27541,속초 놀러와서 모듬순대 먹고 갑니다~~ 순대국도 맛있고 모듬순대도 존맛탱! 짱 친절하셔서 더욱 기분이 좋네요:),5.0,1,9,0.978069543838501
27542,친절하시고 맛도 좋아요,4.0,1,9,0.9047595858573914
27543,진짜 맛없어요 리뷰에 속아서 갔는데 돈이 너무 아깝네요. 위생도 별로이고 맛도 별로입니다.,1.0,0,0,0.7847666144371033
27544,맛있어서 또 가고 싶어여 ㅠㅜ ㅜ,5.0,1,9,0.9466878771781921
27545,형제칼국수,3.5,0,9,0.3534621298313141
27546,"몸국 처음맛봤는데
고기국수보다 더 맛있네요",4.5,1,8,0.35786864161491394
27547,좋아요~~!!,4.5,1,9,0.37881237268447876
27548,수저통이 이렇게 돼있어서 자리가 너무 좁았어요. 4인 테이블인데 실질적으로 2인 자리.. 양은 엄청 많아요. 땡초 소바는 특이하긴 한데 별로.. 면이 좀 더 시원했으면 좋겠어요!,3.0,0,5,0.6686416268348694
27549,#파스타 #맛집 #무조건 # 여기,5.0,1,5,0.3975357711315155
27550,맛있게 먹었어요...,4.0,1,9,0.6556289196014404
27551,여전히 맛있는 음식!!  좋아요,5.0,1,9,0.9021796584129333
27552,직원분도 친절하시고 정말 맛 있어요!! 재방문 의사 있습니다~,5.0,1,9,0.9623486995697021
27553,유명한곳이어서 방문했지만 솔직히 맛은 나쁘지않은정도였어요 가깝다면 가지만 굳이아주 멀리에서 찾아올정도는 아닌거같아요사장님과 직원들은 친절했어요,4.0,1,5,0.6393862366676331
27554,"2인상(3.9천원) 시켰는데 나오는 요리가 간판과 많이 다름(도토리묵 무침, 훈제오리, 메밀전병,만두,떡갈비,잡채가 아닌 당면볶음,꼬막무침, 김칫국) 요리들은 마트에서 쉽게 구매할 수 있는
것들이 많음. 좌식(방)에 들어가려고 하니 써빙이 귀찮은지 못들어가게 함. 들어간지 30분만에 나옴.",1.0,0,1,0.40343621373176575
27555,좋아요,4.0,1,6,0.4311637580394745
27556,맛있어요,4.5,1,6,0.43294763565063477
27557,"돈벌어서 머하시는지... 더워서 뭐했는지 모르는곳 맛은 그냥 생선구이 외국인 직원분들만 친절하고, 한국인 직원은 블친절하고. 정말 무지하게 덥기 짝이없는.. 오히려 밖이 더시원한.... 밥
을 먹는건지  내땀을 먹는건지 (참고로 더위안타는 체질) 티비보고 갔다가 폭망한곳",0.5,0,0,0.8563064336776733
27558,돈까스 진심 맛있어요,5.0,1,9,0.7981734275817871
27559,"이자카야인데도  분위기가 엄청좋아요>_<
제가좋아하는메로구이도있는데  여기는  간장이랑 소금으로 나눠져있는데 간장메로구이로먹었는데..역시입에서살살녹아서 술안주로 최고  겨울이다보니 뜨끈한국물 나가사끼 짬뽕도 같이먹었는데 정말 맛이 너무깔끔해서 좋아요!!",5.0,1,9,0.9913375377655029
27560,팥 만땅 맛있어요,5.0,1,6,0.3196524679660797
27561,흑돼지는 맛있었는데 전복뚝배기는 가격에 비해 그냥 그랬어요,3.0,0,5,0.6780956983566284
27562,"보양식으로 이만한게 없네요
오골계.문어.전복 몸에 좋은건 다 들어있어서
영양 가득해서 부모님 건강 챙겨드렸어요",5.0,1,9,0.9603822827339172
27563,맛있어요,5.0,1,6,0.43294763565063477
27564,바닷가 전망이 예뻐요,4.5,1,7,0.3629273772239685
27565,맛잇어용~ 안매운 섭죽이랑 섭해장국 시켯는데 조개도 듬뿍들어가있고 섭특유의 고소한맛이 났어요. 비린느낌도 전혀없고 맘에들엇습니다 !!,5.0,1,9,0.9613882899284363
27566,매우 친절하고 꽤 맛있고 귀여운 곳이예요,5.0,1,9,0.8520419001579285
27567,"이번에도 너무최고였어요ㅠㅠㅠㅠ
가을하면 책읽는 계절이라 그런지 이번 콜라보도 좋았고 책에 맞는 다양한 티를 마실 수 있어서 좋았어요ㅠㅠㅠㅠㅠ",5.0,1,9,0.9901671409606934
27568,맛있어요~~,4.5,1,9,0.34018030762672424
27569,굳굳,5.0,1,9,0.5847655534744263
27570,물회 성게알비빔밥 회덮밥 시켜먹었는데 맛나게 배부르게 먹었어요ㅎ,4.0,1,9,0.7335677146911621
27571,웨이팅은 기본이지만 고사리육개장 진짜 맛있습니다 !,5.0,1,9,0.5595859289169312
27572,"운중동으로 이사와서 쌀국수 맛집찾아보다가 블로그보고 찾아갔어요 저는 평소에 분짜라임,에머이,메콩타이를 즐겨먹어요~ 브랜드마다 쌀국수 맛이 다른데 다 맛있어요~  안안은 쌀국수가 대체적으로 너무 싱거웠어요.  쌀국수는 가끔 해장용
으로도 먹긴하는데  전혀... 밍밍했습니다. 제가 간 날만 그럴수도 있어요.  파인애플볶음밥은 맛있었는데 양이 너무 적었고, 짜조는 괜찮았고, 같이 곁들이는 샐러드가 제일 맛있었어요. 분위기도 괜찮고 직원분들 엄청 친절하세요~  아무튼 저는
 쌀국수가 너무 아쉬웠어요.  일부러 또 찾아가지는 않을 것 같아요.. ",2.0,0,5,0.5242442488670349
27573,ㆍ,4.5,1,5,0.481115460395813
27574,흠...함덕은 델문도 밖에 몰랐다가.. 완젼 신세계요~!!! ㄴ갠적으론 땡기는 빵이 더 많았던  빵만으론 감히 함덕최고가 아닐까 싶은~연륜이 느껴지는 곳입니다. 한반 가셔서 오드랑의 품격을 느껴보세용~♥,5.0,1,9,0.8971425890922546
27575,"음식이 다 너무너무 맛있어요~^^
재방문 의사 100프로입니당~~~",5.0,1,9,0.9701172709465027
27576,솔직히 국밥 다 비슷한 맛일줄 알았는데 국물 떠먹을수록 깊은 맛 ㅠ 그리고 순대에서 소세지 맛나여 ㅠㅠㅠ 너무 맛있음 … ❤️ 그리고 깍두기 대존맛 수육 부드럽고 잡내 하나도 안남 또 올거예요!!!!!!,5.0,1,9,0.9906448125839233
27577,분위기 갑,5.0,1,9,0.8465633988380432
27578,맛나요,5.0,1,6,0.2830806374549866
27579,"앙장피잡채 짱!
누룽지탕 짱!
마라대창 드신분 글좀 암겨 주세요 .어떤맛인지 상상이 안가서 도전 못하고 있어요",5.0,1,9,0.2502340078353882
27580,"매번에는 존맛 동해물회 사장님 서비스 친절도 만점 맛도 짱맛 어르신들이 주 고객이긴 하지만 젊은 내 맛에도 최고 매콤한데 달고 단데 매콤함👏🏻👏🏻 입맛대로 조절가능, 서비스로 주시는 전도 최고",5.0,1,9,0.9627834558486938
27581,"제주도 갈때마다 가는데, 코로나여도 대기가 장난이 아니에요",5.0,1,9,0.5022621750831604
27582,깔끔하고 조아요,4.5,1,6,0.6771905422210693
27583,"버섯크림 파스타 맛있어요!!
양도 적지 않아서 먹고 배불렀어요",4.5,1,9,0.7283087968826294
27584,"다시 찾을 수밖에 없었던 맛과 정성 ^^  위생적인 측면에서 상당히 까다로운 편인데 음식이 정말 정갈하게 예쁘게 잘나옵니다. 그림같은 풍경은 덤으로,  힐링 제대로 하고 왔습니다. 감사합니다.",5.0,1,9,0.9755340814590454
27585,깨끗 친절 맛은 덤~^^!,4.0,1,5,0.34831929206848145
27586,조아요,5.0,1,6,0.5175977945327759
27587,ㅎㅎ 보통이에요,3.0,0,5,0.7367787957191467
27588,언제 먹어도 맛있어요!,5.0,1,9,0.7598167657852173
27589,"저번 제주여행때 먹고 좋은 기억이 있어서 주변에 소개도 많이 하구, 또 찾았습니다 저번에 갔을때 직원분이 저한테 교포 아니냐고 놀리셨는데 ㅋㅋㅋㅋㅋㅋㅋ 오늘은 그런 농담은 없으시네욤ㅋㅋㅋ 기존에 있던 파베초콜릿 주시던 2층 카페는 
사라지고 더 예쁜 카페가 생겼네요 코로나로 매장취식응 불가하고 서비스로 아메리카노 2잔 테이크아웃 해 주시네요 잘 먹고 갑니당",5.0,1,9,0.9230597019195557
27590,맛있어요,5.0,1,6,0.43294763565063477
27591,"음식 가성비 좋고 맛나요!!
홍대 가성비 갑 가게 인정합니다 ㅎㅎ",5.0,1,9,0.9177236557006836
27592,클램  광안점 ㅋㅋㄱ,5.0,1,9,0.2893626093864441
